HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
0.75,1,1,4,5972,0,1,116.2206061,1
1,13,9,1,5972,0,1,84.02,1
,4,4,5,5972,0,1,84.11,1
,7,7,3,5972,0,1,106.456,1
,10,4,5,5972,0,1,100.1277778,1
,4,4,5,5972,0,1,85.74,1
,10,-2,2,5972,0,1,109.0657143,1
1,10,4,5,5972,0,1,116.3434483,1
,1,-1,5,5973,0,1,125.9066667,1
,0,0,5,5973,0,1,90.43142857,1
,11,5,5,5973,0,1,88.92666667,1
,7,7,4,5973,0,1,104.6733333,1
,11,5,5,5973,0,1,102.944,1
,2,2,5,1818934,0,1,105.4375,1
1,17,11,5,1818934,0,0,98.97260274,1
,5,5,5,1818934,0,1,97.22051282,1
1,9,9,5,1818934,0,1,97.16347826,1
,10,6,2,1818934,0,1,88.34,1
1,10,4,3,1818935,0,1,120.0617391,1
1,4,0,5,1818935,0,1,97.96285714,1
,8,6,5,1818935,0,1,87.33777778,1
0,9,9,5,1818935,0,0,120.4992593,1
,4,4,5,1818935,0,1,89.915,1
,10,8,4,1818935,0,1,116.0657143,1
,6,6,3,1818935,0,1,97.11166667,1
,6,6,4,1818936,0,1,110.8577778,1
,4,2,4,1818936,0,1,130.415,1
,10,8,5,1818936,0,1,94.55538462,1
,2,-2,5,1818936,0,1,111.7657143,1
,3,1,5,1818937,0,1,105.2235294,1
,17,17,5,1818937,0,1,92.81142857,1
,5,-1,5,1818937,0,1,57.35,1
,2,2,1,1818937,0,1,115.4866667,1
0,10,10,5,1818937,0,1,113.5333333,1
,1,-1,3,1818938,0,1,105.375,1
1,6,6,5,1818938,0,1,95.8,1
,14,10,5,1818938,0,1,99.70709677,1
0,3,3,3,1818938,0,1,97.82666667,1
,4,2,5,1818939,0,1,84.08307692,1
,8,2,5,1818939,0,1,98.78,1
,0,0,2,1818939,0,1,111.255,1
1,12,12,4,1818939,0,1,113.9514286,1
,8,2,5,1818939,0,1,95.84307692,1
,5,5,5,1818940,0,1,97.7075,1
,6,6,4,1818940,0,1,107.6133333,1
1,7,7,5,1818940,0,1,113.522963,1
,9,9,4,1818940,0,1,82.12,1
0.5,6,-6,5,1818940,0,1,108.6333333,1
1,8,8,5,1818940,0,1,79.36444444,1
,4,-4,2,1818940,0,1,106.4210526,1
,3,3,5,1818940,0,1,106.5666667,1
,9,5,5,1818941,0,1,115.5066667,1
,15,3,5,1818941,0,1,101.7655172,1
0,15,5,5,1818941,0,1,108.98,1
,4,-4,1,1818941,0,0,83.50333333,1
,1,1,5,1818941,0,1,118.655,1
1,3,3,1,1818941,0,1,91.47666667,1
,3,3,5,1818941,0,1,92.64,1
,12,6,4,1818941,0,1,109.9184615,1
0,4,4,5,1818941,0,1,92.91,1
1,9,3,4,1818941,0,1,85.35166667,1
,0,0,5,1818942,0,1,92.095,1
,3,3,4,1818942,0,1,100.5410526,1
,8,4,5,1818942,0,1,95.82,1
1,12,6,2,1818942,0,1,106.2736508,1
,0,0,5,1818942,0,1,67.055,1
,6,6,4,1818942,0,1,113.4,1
,6,0,4,1818942,0,1,105.62,1
1,4,4,5,1818942,0,1,137.03,1
,11,11,5,1818942,0,1,97.73875,1
,4,0,5,1818942,0,1,104.8981818,1
0.5,6,6,5,1818942,0,1,98.82,1
,3,3,5,6052,0,1,94.80666667,1
,1,1,5,6052,0,1,100.2681481,1
0,11,11,5,6052,0,1,88.92666667,1
,1,-1,2,6052,0,1,122.5907692,1
0.666666667,20,12,5,6052,0,0,96.73690141,1
0.5,5,5,5,6052,0,1,83.635,1
,8,6,5,6052,0,1,98.07555556,1
,3,3,5,6052,0,1,101.7,1
1,6,4,5,6052,0,1,101.6333333,1
,5,5,4,6052,0,1,119.39,1
,3,3,3,6052,0,1,92.465,1
,9,3,5,6053,0,1,100.4090909,1
,4,0,2,6053,0,0,94.645,1
,6,6,5,6053,0,1,107.58,1
,5,5,5,6053,0,1,97.82666667,1
,3,3,4,6053,0,1,83.82666667,1
,0,0,5,6054,0,1,124.535,1
,4,4,5,6054,0,1,114.2022222,1
,5,5,5,6054,0,1,107.6085714,1
,2,2,3,6054,0,0,109.075,1
,7,3,5,6054,0,1,124.2327273,1
1,6,4,5,6055,0,1,114.1466667,1
,9,7,4,6055,0,1,95.20470588,1
,11,11,5,6055,0,0,109.88,1
,22,14,3,6055,0,1,96.51583333,1
,8,8,5,6056,0,1,80.09,1
,3,3,5,6056,0,1,78.22,1
,13,-1,3,6056,0,0,105.7133333,1
,3,3,5,6056,0,1,86.98,1
,4,4,5,6056,0,1,94.19714286,1
1,2,2,5,6056,0,1,103.0492308,1
,7,7,5,6056,0,1,104.8631579,1
1,3,1,4,6057,0,1,115.37875,1
1,8,8,5,6057,0,1,113.5011765,1
,13,7,2,6057,0,1,103.7086957,1
,14,-2,2,6057,0,0,113.5367442,1
1,5,-5,1,6057,0,1,108.784,1
,4,-4,2,6057,0,1,101.7230769,1
,2,2,5,6057,0,1,104.66,1
1,0,0,5,6057,0,1,101.015,1
0,4,0,3,6057,0,1,108.2666667,1
,2,-2,5,6057,0,1,89.01,1
,5,5,5,6058,0,1,98.35428571,1
,3,3,5,6058,0,1,95.89333333,1
,3,3,4,6058,0,1,101.7733333,1
,0,0,3,6058,0,1,80.335,1
,3,3,4,6058,0,1,113.9514286,1
,5,5,4,6058,0,1,92.14181818,1
0.5,8,6,1,6058,0,1,99.432,1
,9,7,2,6058,0,1,106.0694737,1
,5,5,5,6059,0,1,107.62,1
0.666666667,19,9,5,6059,0,1,109.5574194,1
,10,-2,3,6059,0,0,89.96307692,1
,9,-3,1,6059,0,1,91.62888889,1
1,5,5,5,6059,0,1,122.26,1
1,3,1,4,6059,0,1,111.5,1
,11,11,5,6059,0,1,112.7843478,1
,6,4,5,6059,0,1,82.885,1
0.2,0,0,1,6059,0,1,88.24571429,1
,2,2,5,6060,0,1,121.3666667,1
,5,3,2,6060,0,1,103.1619048,1
,0,0,5,6060,0,1,108.46,1
,16,6,2,6060,0,1,115.2815686,1
,6,6,5,6060,0,1,103.4246154,1
0,1,1,1,6060,0,1,94.51692308,1
,15,11,5,6060,0,1,106.895,1
,2,2,2,6060,0,1,119.39,1
,10,4,4,6061,0,1,104.4606061,1
,4,4,3,6061,0,1,122.3,1
0.75,22,18,5,6061,0,1,105.7109091,1
1,8,-2,5,6061,0,1,104.0963636,1
,9,-3,4,6062,0,0,99.15333333,1
1,19,11,4,6062,0,1,106.5871429,1
1,4,0,3,6062,0,1,112.66,1
1,5,3,5,6062,0,1,121.1223529,1
,5,3,2,6062,0,1,114.8034783,1
,4,-4,1,6063,0,1,98.49538462,1
1,10,10,5,6063,0,1,102.69375,1
,0,0,5,6063,0,1,103.195,1
,3,3,4,6063,0,1,89.92,1
,5,-5,5,6064,0,1,101.72,1
,8,8,5,6064,0,1,112.775,1
1,0,0,3,6064,0,1,95.135,1
,7,1,2,6064,0,1,107.5466667,1
0.5,23,-1,5,6064,0,1,67.73875,1
0.666666667,4,4,5,6064,0,1,92.44,1
,2,2,5,6064,0,1,95.76,1
,0,0,5,6064,0,1,112.4727273,1
,5,1,4,6064,0,1,111.8371429,1
,12,12,5,6065,0,1,104.128,1
,13,7,4,6065,0,1,114.3544444,1
,13,11,5,6065,0,1,106.66,1
,5,5,4,6065,0,1,106.5666667,1
1,4,2,5,6065,0,1,97.20444444,1
1,6,6,5,6065,0,1,111.56,1
0.666666667,2,-2,2,6065,0,1,116.7933333,1
,5,5,5,6065,0,1,84.0975,1
0.888888889,10,6,1,6065,0,1,115.015,1
0,3,3,4,6065,0,1,98.635,1
1,5,-5,1,6066,0,0,90.02,1
,8,8,5,6066,0,1,105.6755556,1
,3,3,5,6066,0,1,90.82285714,1
,5,1,4,6066,0,1,128.9783333,1
,3,3,3,6066,0,1,104,1
1,0,0,4,6067,0,1,95.75333333,1
,8,6,4,6067,0,1,104.735,1
,2,-2,1,6067,0,1,99.8875,1
,0,0,3,6067,0,1,103.9018182,1
,7,-1,5,6068,0,1,93.91555556,1
,8,2,4,6068,0,1,120.9452632,1
,4,4,5,6068,0,1,98.52,1
1,10,10,5,6068,0,1,102.6738462,1
,10,10,5,6068,0,1,98.30333333,1
0.727272727,5,5,5,6068,0,1,107.0915385,1
,6,6,5,6068,0,1,78.04,1
1,8,8,5,6068,0,1,108.9644444,1
,16,4,4,6069,0,1,115.5066667,1
0.666666667,6,0,5,6069,0,1,89.99652174,1
,5,3,4,6069,0,1,101.6888889,1
0.5,3,-1,3,6069,0,1,107.6244444,1
1,3,-3,5,6069,0,1,88.24571429,1
,4,-2,2,6069,0,1,98.30333333,1
,0,0,5,6069,0,1,107.6133333,1
1,3,3,5,6070,0,1,111.7657143,1
,3,3,5,6070,0,1,92.83,1
,14,6,4,6070,0,1,114.8533333,1
1,2,2,5,6070,0,1,76.67666667,1
0.5,14,-6,1,6070,0,1,126.5077551,1
,2,2,4,6070,0,1,99.18714286,1
1,5,5,5,6070,0,1,100.1,1
,9,-5,5,6070,0,1,81.15,1
,6,6,5,6070,0,1,117.87,1
,4,4,3,6070,0,1,104.9357143,1
,16,14,5,6070,0,1,108.8716667,1
,5,5,5,6070,0,1,103.3085714,1
,0,0,3,6070,0,1,113.5,1
,6,6,5,6070,0,1,104.128,1
0.75,28,20,3,6070,0,1,56.37257143,1
,8,8,5,6070,0,1,53.75111111,1
,48,16,1,6070,0,1,35.3128,1
,0,0,4,6070,0,1,27.56,1
,3,3,5,6071,0,1,93.91555556,1
,3,3,5,6071,0,1,100.3969231,1
,5,1,5,6071,0,1,90.62666667,1
1,3,3,4,6071,0,1,88.04,1
,12,8,4,6071,0,1,107.6533333,1
0,2,2,5,6071,0,1,106.6777778,1
,4,4,4,6072,0,1,89.915,1
,10,10,5,6072,0,1,95.63047619,1
1,6,6,5,6072,0,1,97.48,1
,15,1,5,6072,0,1,115.7155556,1
1,8,2,3,6072,0,1,110.8236364,1
,12,12,5,6072,0,1,113.5073684,1
,2,2,5,6072,0,1,107.6175,1
0.714285714,4,4,5,6072,0,1,132.0411765,1
,0,0,3,6072,0,1,92.47428571,1
0.5,6,-6,1,6072,0,1,102.0989474,1
,8,6,5,6072,0,1,92.94,1
,3,3,5,6072,0,1,97.35,1
,4,4,5,6073,0,1,120.8766667,1
,8,8,5,6073,0,1,109.9184615,1
1,8,4,5,6073,0,1,91.54857143,1
,9,9,5,6073,0,1,112.9709091,1
,0,0,3,6073,0,1,109.88,1
1,7,7,5,6073,0,1,101.76,1
1,8,0,1,6073,0,1,84.09333333,1
,8,8,4,6073,0,1,111.6475,1
1,7,3,5,6073,0,1,99.495,1
,9,9,5,1818944,0,1,112.53,1
,3,3,5,1818945,0,1,99.495,1
1,44,40,5,1818945,0,1,16.52353488,1
,13,7,5,1818945,0,1,-4.253333333,1
,11,9,5,1818945,0,1,92.42333333,1
,6,2,3,1818945,0,1,76.99272727,1
,4,4,5,1818945,0,1,106.895,1
,13,5,5,1818945,0,1,109.7704762,1
1,10,10,1,1818945,0,1,90.93111111,1
1,11,9,5,1818946,0,0,120.1733333,1
,3,3,5,1818946,0,1,100.0145455,1
,14,12,5,1818946,0,1,102.69375,1
,13,9,4,1818946,0,1,104.5834483,1
,6,6,5,1818946,0,1,103.07,1
,3,3,5,1818946,0,1,114.9966667,1
,3,3,5,1818946,0,1,117.38,1
,4,4,5,1818946,0,1,107.6,1
,7,7,5,1818946,0,1,112.3010526,1
,0,0,2,1818947,0,1,106.035,1
1,18,12,5,1818947,0,1,108.5211765,1
,7,7,5,1818947,0,1,91.90666667,1
,1,-1,3,1818947,0,1,89.88,1
1,6,6,5,1818947,0,1,104.7,1
1,8,4,4,1818947,0,1,91.435,1
,3,-1,5,1818947,0,1,99.5575,1
0.5,1,-1,1,1818947,0,1,114.2022222,1
,4,4,3,1818947,0,1,92.9,1
0.8,4,-4,1,1818947,0,0,91.47666667,1
,10,2,3,1818948,0,1,108.4971429,1
,7,3,5,1818948,0,0,132.4876923,1
,4,2,5,1818948,0,1,100.9911111,1
1,15,9,5,1818948,0,1,99.17185185,1
1,6,6,4,1818948,0,1,88,1
1,17,13,3,1818948,0,1,104.3823529,1
1,3,3,5,1818948,0,1,74.455,1
0.5,14,-4,2,1818948,0,1,104.0512821,1
,3,3,5,1818948,0,1,80.81555556,1
,3,3,5,1818949,0,1,109.1166667,1
,4,2,3,1818949,0,0,117.6082759,1
1,4,-4,5,1818949,0,1,85.74,1
,5,5,5,1818949,0,1,97.28190476,1
,3,1,4,1818949,0,1,87.32,1
,4,4,5,1818949,0,1,94.91777778,1
1,7,7,5,1818949,0,1,78.16888889,1
,3,3,4,1818949,0,1,114.3428571,1
,10,10,5,1818949,0,1,117.7409524,1
,7,5,5,1818949,0,1,95.8575,1
0.5,4,4,5,1818949,0,1,108.8716667,1
,5,5,5,1818950,0,1,95.82909091,1
,3,3,5,1818950,0,1,111.8371429,1
1,6,6,5,1818950,0,0,100.77,1
0.875,5,-1,1,1818950,0,1,91.72235294,1
1,0,0,5,1818950,0,1,100.0057143,1
,4,4,5,1818950,0,1,89.255,1
,7,5,4,1818950,0,1,110.4514286,1
,7,1,3,1818950,0,1,107.6211765,1
,5,-1,5,1818950,0,1,72.80727273,1
1,6,6,4,1818950,0,1,131.16,1
,8,8,1,1818950,0,1,120.8766667,1
,9,9,4,1818950,0,0,95.20470588,1
0.5,14,6,5,1818950,0,1,102.6411765,1
0,2,-2,1,1818950,0,1,129.3757576,1
0,2,2,5,1818951,0,1,104.9777778,1
1,7,-1,5,1818951,0,1,98.82,1
,2,-2,5,1818951,0,1,126.7775,1
,3,3,5,1818951,0,1,94.51692308,1
,0,0,5,1818951,0,1,119.36,1
1,4,4,5,1818951,0,1,90.82285714,1
1,5,5,5,1818951,0,1,98.78,1
,3,-3,5,1818951,0,1,107.66,1
0.666666667,9,-1,1,1818951,0,1,114.4011765,1
0.666666667,12,2,1,1818951,0,0,109.2838095,1
1,7,1,4,1818951,0,1,96.97925926,1
,12,10,4,1818952,0,1,120.584,1
,7,7,4,1818952,0,1,99.61428571,1
,3,3,5,1818952,0,1,160.5,1
,3,3,4,1818952,0,1,126.6044444,1
0,0,0,1,1818952,0,1,120.2228571,1
,0,0,5,1818952,0,1,80.06222222,1
,8,6,5,1818952,0,1,92.04689655,1
1,5,5,5,1818952,0,1,101.774359,1
1,5,5,5,1818952,0,1,86.2775,1
0,1,1,5,1818952,0,1,94.19714286,1
,5,5,4,1818952,0,1,92.24,1
,1,1,5,1818952,0,1,101.2109091,1
,3,3,5,1818952,0,1,117.4355556,1
0.571428571,14,8,3,6155,0,1,102.3958333,1
,10,6,4,6155,0,1,106.5466667,1
,1,1,5,6156,0,1,94.31666667,1
1,26,8,5,6156,0,1,92.74865672,1
,7,3,5,6156,0,1,72.075,1
1,5,5,5,6156,0,1,110.28,1
1,11,9,5,6156,0,1,102.6411765,1
0.8,11,9,4,6156,0,0,111.3697561,1
,6,6,5,6156,0,1,78.14,1
,3,3,5,6156,0,1,82.1,1
,1,1,5,6156,0,1,100.77,1
,2,2,5,6156,0,1,103.195,1
,5,5,5,6156,0,1,119.4,1
0.5,7,7,4,6156,0,1,121.865,1
1,8,2,4,6157,0,1,89.50571429,1
,7,5,5,6157,0,1,110.59,1
1,3,3,1,6157,0,1,91.54857143,1
,6,-6,1,6157,0,1,93.91555556,1
0.5,7,7,4,6157,0,1,98.52,1
,8,8,5,6157,0,1,107.6244444,1
0.777777778,13,11,5,6157,0,0,112.66,1
1,8,8,5,6157,0,1,103.5875,1
1,5,5,5,6157,0,1,117.4355556,1
1,2,-2,2,6158,0,1,107.5688889,1
,2,2,4,6158,0,1,89.92,1
0,10,10,5,6158,0,1,92.14181818,1
1,25,17,5,6158,0,1,70.67688889,1
1,7,7,4,6158,0,1,97.55102041,1
0.818181818,18,12,4,6158,0,1,106.2466667,1
,5,5,5,6158,0,1,89.92888889,1
,1,-1,5,6158,0,1,105.9571429,1
1,3,3,5,6159,0,1,106.895,1
,8,8,5,6159,0,1,102.0989474,1
0.5,6,4,1,6159,0,1,97.82666667,1
,6,6,5,6159,0,1,113.5277419,1
1,0,0,1,6159,0,0,93.46352941,1
,30,4,4,6159,0,1,62.37387755,1
,2,2,3,6159,0,1,39.59333333,1
1,3,3,5,6160,0,1,137.03,1
,0,0,5,6160,0,1,107.2875,1
,0,0,5,6161,0,1,112.6914286,1
1,3,3,3,6161,0,1,93.92,1
,7,5,5,6161,0,1,101.7090909,1
,8,8,5,6161,0,1,116.46,1
,4,4,5,6161,0,1,99.5575,1
0.963855422,9,9,5,6161,0,1,109.0419048,1
,3,3,5,6162,0,1,77.47111111,1
,8,4,5,6162,0,1,106.5927273,1
,1,1,5,6163,0,1,96.70285714,1
0,10,10,2,6163,0,1,110.4514286,1
,9,7,5,6163,0,1,88.04,1
,3,3,5,6163,0,1,95.75333333,1
,3,3,5,6163,0,1,119.4,1
,5,5,5,6163,0,1,99.79555556,1
,1,1,3,6164,0,1,105.6755556,1
1,3,3,5,6164,0,1,96.50666667,1
,3,3,5,6164,0,1,81.18,1
0.5,4,4,5,6164,0,1,116.0685714,1
,6,2,5,6164,0,1,112.66,1
,17,17,5,6164,0,1,90.00296296,1
1,15,9,4,6164,0,1,101.7666667,1
,7,7,5,6164,0,1,89.23111111,1
,6,6,5,6164,0,1,103.07,1
,3,3,5,6164,0,1,111.6709091,1
,14,2,5,6164,0,1,111.9757895,1
0.833333333,3,3,1,6164,0,1,91.62,1
,7,7,5,6165,0,1,87.7975,1
1,13,-3,1,6165,0,1,105.9928571,1
,5,5,5,6165,0,1,94.85142857,1
,4,4,4,6165,0,1,108.2666667,1
,8,8,5,6165,0,1,111.8609524,1
,0,0,4,6165,0,1,101.7090909,1
,4,4,5,6165,0,1,99.7373913,1
,7,3,4,6165,0,1,124.045,1
,10,10,5,6165,0,1,121.0288889,1
,0,0,4,6165,0,1,107.66,1
1,14,14,5,6165,0,1,115.0523077,1
,3,3,5,6166,0,1,58.21333333,1
,3,3,5,6166,0,1,112.775,1
,29,23,5,6166,0,1,55.55921569,1
,5,1,4,6166,0,1,75.06,1
,7,7,4,6166,0,1,90.01333333,1
1,28,-6,1,6166,0,0,61.1652,1
,5,5,3,6166,0,1,39.58,1
1,4,4,5,6167,0,0,111.3175,1
,0,0,5,6167,0,1,107.5133333,1
,17,11,3,6167,0,1,107.6383333,1
,8,6,5,6167,0,1,105.88,1
,5,5,4,6167,0,1,98.45555556,1
1,0,0,5,6167,0,1,88.63692308,1
0,1,1,4,6167,0,1,112.3010526,1
,27,11,3,6167,0,1,115.575,1
,6,6,4,6168,0,0,95.88774194,1
,1,1,4,6168,0,1,118.655,1
0,16,12,5,6168,0,1,109.7585714,1
,3,3,5,6168,0,1,113.3933333,1
,3,3,5,6168,0,1,96.70285714,1
,2,2,3,6169,0,1,109.6066667,1
,11,9,4,6169,0,1,103.2366667,1
,9,7,5,6169,0,1,109.075,1
0.8125,2,2,5,6169,0,1,100.1128571,1
,6,6,5,6169,0,1,107.5371429,1
0.5,5,1,1,6169,0,1,98.56545455,1
0.5,3,3,3,6169,0,0,144.3219048,1
,21,17,5,6169,0,1,105.79875,1
,9,5,5,6169,0,1,111.3742857,1
0,4,0,1,6169,0,1,89.45090909,1
1,17,15,5,6169,0,1,62.59215686,1
0,16,-8,2,6170,0,1,94.12597015,1
,3,3,3,6170,0,1,89.86,1
1,2,0,5,6170,0,1,95.33090909,1
,2,2,5,6170,0,1,105.6755556,1
,0,0,5,6170,0,1,119.4133333,1
,0,0,5,6170,0,1,101.6888889,1
,5,1,5,6171,0,1,107.56,1
0,5,-1,5,6171,0,1,106.65,1
,2,2,4,6171,0,1,104.7,1
,7,7,4,6171,0,1,90.82285714,1
1,20,12,5,6171,0,0,115.6504762,1
0,4,-2,5,6172,0,1,170.1218182,1
,2,2,5,6172,0,1,101.79,1
,4,4,5,6172,0,1,89.94,1
0.666666667,6,0,3,6172,0,1,110.9318519,1
,3,3,4,6172,0,1,101.7473684,1
,0,0,5,6172,0,1,93.21777778,1
0.75,35,23,3,6173,0,0,56.11350427,1
,5,5,5,6173,0,1,60.16,1
0.7,9,3,2,6173,0,1,111.192,1
0,1,-1,2,1818954,0,1,107.0909091,1
,5,5,5,1818954,0,1,93.91555556,1
1,8,2,5,1818954,0,0,109.2966667,1
,0,0,5,1818954,0,1,102.2072727,1
,4,4,5,1818954,0,1,118.655,1
,0,0,4,1818954,0,1,95.135,1
,4,4,5,1818954,0,1,101.7333333,1
1,6,6,5,1818954,0,1,107.0909091,1
,1,-1,5,1818954,0,1,117.1975,1
,11,11,5,1818954,0,1,97.22,1
1,15,9,4,1818955,0,1,107.66,1
0.947368421,31,-5,1,1818955,0,1,61.792,1
,7,7,4,1818955,0,1,67.43714286,1
,9,9,5,1818955,0,1,123.83,1
,5,5,5,1818955,0,1,102.3866667,1
,4,-4,3,1818955,0,1,116.3314286,1
,7,7,3,1818955,0,1,115.132973,1
,18,18,5,1818956,0,1,110.9133333,1
1,18,8,4,1818956,0,1,113.5407692,1
,8,8,5,1818956,0,1,90.63764706,1
,10,10,5,1818956,0,1,101.64,1
0.5,8,4,1,1818956,0,0,117.2183333,1
1,38,22,1,1818957,0,0,106.3665753,1
0.5,5,1,3,1818957,0,1,71.17,1
1,0,0,4,1818957,0,1,103.4823529,1
1,2,2,5,1818957,0,1,93.13818182,1
,2,2,2,1818957,0,1,119.32,1
,4,4,4,1818957,0,1,87.06,1
,8,8,5,1818958,0,1,105.7033333,1
,18,14,5,1818958,0,1,114.6181818,1
,7,3,1,1818958,0,1,106.72375,1
,5,1,4,1818958,0,1,89.915,1
,3,3,5,1818958,0,0,100.7977778,1
,2,2,5,1818958,0,1,105.62,1
,0,0,5,1818958,0,1,116.475,1
1,0,0,4,1818958,0,1,80.71428571,1
1,6,6,5,1818958,0,1,99.91090909,1
0.666666667,1,-1,1,1818959,0,1,83.91,1
,2,2,5,1818959,0,1,117.4355556,1
,3,3,5,1818959,0,1,104.7,1
,3,1,5,1818959,0,1,118.0369231,1
,7,7,5,1818959,0,1,87.735,1
1,7,5,5,1818959,0,1,74.12666667,1
,4,4,5,1818959,0,1,117.4355556,1
,8,2,5,1818959,0,1,101.2109091,1
,17,17,5,1818960,0,1,97.28190476,1
,9,9,4,1818960,0,1,89.84,1
,2,2,4,1818960,0,1,100.7127273,1
,8,8,5,1818960,0,1,105.6755556,1
1,6,4,1,1818960,0,1,111.2375758,1
1,6,6,5,1818960,0,1,89.9,1
,6,6,5,1818960,0,1,87.02,1
,4,4,5,1818960,0,1,94.85142857,1
0.8,10,-6,1,1818960,0,0,102.45,1
1,9,9,5,1818961,0,1,101.72,1
,6,6,4,1818961,0,1,87.02,1
,6,6,4,1818961,0,1,102.5828571,1
1,12,0,5,1818961,0,1,89.255,1
1,4,4,4,1818961,0,1,114.3428571,1
,6,4,5,1818961,0,1,102.3866667,1
1,5,-5,1,1818962,0,0,86.54333333,1
,12,8,5,1818962,0,1,107.6415385,1
,3,3,4,1818962,0,1,56.99428571,1
,5,5,5,1818962,0,1,95.135,1
,13,5,4,1818962,0,1,109.49875,1
,1,-1,4,1818962,0,1,102.2072727,1
1,10,4,5,6252,0,1,114.5858824,1
1,10,2,2,6252,0,0,106.3118182,1
1,6,6,5,6252,0,1,49.46,1
,7,5,1,6252,0,0,95.89058824,1
,7,1,4,6252,0,1,110.2155556,1
0.5,17,11,5,6253,0,1,113.5322222,1
,0,0,5,6253,0,1,79.14333333,1
0,4,4,5,6253,0,1,123.32,1
,7,7,4,6253,0,1,87.02,1
,3,3,5,6254,0,1,106.2769231,1
,3,3,3,6254,0,1,110.28,1
,6,-2,5,6254,0,1,110.1885714,1
,0,0,5,6254,0,1,93.615,1
,8,8,5,6254,0,1,107.66,1
,6,6,5,6254,0,1,98.82,1
1,11,9,1,6254,0,1,103.5918367,1
,4,4,5,6254,0,1,86.98,1
,6,6,5,6255,0,1,77.16666667,1
0,4,0,5,6255,0,1,96.56222222,1
1,8,0,1,6255,0,0,107.6514286,1
0.571428571,22,0,2,6255,0,1,111.0725,1
0,4,4,5,6255,0,1,105.6733333,1
,5,5,5,6255,0,1,89.84,1
,12,12,4,6255,0,1,97.3775,1
,6,6,5,6255,0,1,91.8275,1
0.971962617,51,35,5,6256,0,1,8.101758958,1
,6,6,5,6256,0,1,-141.13,1
,6,4,5,6256,0,1,98.835,1
0.875,12,12,4,6256,0,1,127.8285714,1
,11,11,5,6257,0,1,92.60333333,1
0.666666667,12,-2,3,6257,0,1,111.2061538,1
,6,6,4,6257,0,1,112.775,1
,4,4,5,6257,0,1,110.5533333,1
0.25,9,3,3,6257,0,1,83.04666667,1
,0,0,5,6258,0,1,115.5066667,1
,4,4,4,6258,0,1,87.25818182,1
,4,4,5,6258,0,1,114.83,1
0.666666667,2,-2,3,6258,0,0,116.47,1
1,8,8,5,6259,0,1,78.14,1
,7,-3,1,6259,0,0,107.64,1
0.666666667,2,-2,1,6259,0,1,113.435,1
0,7,7,5,6259,0,1,116.42,1
0,11,3,3,6259,0,1,98.98567164,1
,3,3,5,6260,0,0,92.78,1
,4,2,4,6260,0,1,105.68,1
,0,0,5,6260,0,1,95.33090909,1
,9,9,5,6260,0,1,119.42,1
1,0,0,3,6261,0,1,107.5466667,1
0,1,-1,2,6261,0,1,97.35666667,1
,6,6,5,6261,0,1,109.9184615,1
,5,1,3,6261,0,1,103.855,1
0,25,19,5,6261,0,0,115.4686957,1
,12,8,5,6261,0,1,99.79333333,1
1,3,3,5,6261,0,1,89.95666667,1
1,17,5,5,6261,0,1,98.345,1
1,16,6,5,6261,0,1,113.5421429,1
1,7,7,5,6262,0,1,85.97,1
,0,0,1,6262,0,1,114.83,1
0,13,3,5,6262,0,0,108.0356923,1
,12,10,3,6263,0,1,93.27882353,1
,3,3,5,6263,0,1,73.48444444,1
0,18,12,5,6263,0,1,98.94758621,1
,14,10,4,6263,0,1,108.335082,1
,5,1,5,6264,0,1,89.89333333,1
,4,4,5,6264,0,1,105.9571429,1
,3,3,5,6264,0,1,113.4266667,1
,1,1,2,6264,0,1,98.78,1
,7,7,5,6264,0,1,103.2366667,1
0.444444444,8,0,2,6265,0,1,126.5634783,1
1,0,0,2,6265,0,1,93.6775,1
1,2,2,5,6265,0,1,94.19714286,1
,7,7,5,6265,0,1,111.255,1
,0,0,5,6265,0,1,80.76,1
,7,1,5,6266,0,1,110.28,1
,4,4,5,6266,0,1,113.9514286,1
,8,4,5,6266,0,1,97.92689655,1
,4,4,5,6266,0,1,116.0657143,1
,8,2,3,6266,0,0,113.4,1
1,0,0,5,6266,0,1,108.2666667,1
0,5,-1,2,6266,0,1,92.68545455,1
,7,7,4,6266,0,1,107.6211765,1
,5,1,4,6266,0,1,109.88,1
0.5,9,7,5,6266,0,1,98.69142857,1
,9,9,5,6266,0,1,93.37,1
,2,2,5,6266,0,1,97.315,1
,2,2,5,6267,0,1,122.34,1
,2,2,4,6267,0,1,101.2109091,1
0.666666667,14,14,5,6267,0,1,104.2342857,1
,6,6,2,6267,0,1,105.312,1
,6,6,4,6267,0,1,95.795,1
0.333333333,4,2,1,6267,0,1,107.6,1
0,0,0,5,6267,0,1,95.33090909,1
,6,0,5,6267,0,1,111.4973913,1
,2,-2,2,6268,0,1,94.14941176,1
,3,3,4,6268,0,1,66.24,1
1,7,7,5,6268,0,1,113.52,1
,6,6,5,6268,0,1,115.0175,1
0,0,0,3,6268,0,1,106.2769231,1
1,6,2,5,6268,0,1,96.79384615,1
0.875,5,1,1,6268,0,1,110.28,1
,6,0,1,6268,0,1,100.3969231,1
,3,3,4,6268,0,1,107.5890909,1
,5,5,3,6268,0,1,100.0771429,1
,7,7,4,6268,0,1,104.9777778,1
