,HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
5311,0.8,14,8,2,5860,0,1,124.5736585,1
5312,1.0,5,5,4,5860,0,1,92.78,1
5313,,12,12,5,5860,0,1,110.105,1
5314,,4,4,4,5860,0,1,101.6,1
5315,,3,3,5,5860,0,1,109.44,1
5316,0.5,7,3,5,5860,0,1,113.1675,1
5317,0.0,3,3,4,5860,0,1,91.54526316,1
5318,,11,9,5,5860,0,1,92.42333333,1
5319,1.0,3,-3,5,5861,0,1,98.52,1
5320,,10,8,5,5861,0,1,115.13297299999999,1
5321,,1,1,4,5861,0,1,98.74,1
5322,,3,3,4,5861,0,1,94.38814815,1
5323,,0,0,4,5861,0,1,99.09777778,1
5324,,2,-2,1,5861,0,1,129.19555559999998,1
5325,,9,-3,5,5861,0,1,89.98117647,1
5326,0.0,10,8,5,5862,0,1,109.4675,1
5327,,5,3,5,5862,0,1,111.86,1
5328,,12,12,4,5862,0,1,85.555,1
5329,,10,10,5,5863,0,1,98.835,1
5330,,6,6,5,5863,0,1,105.4375,1
5331,,7,-1,4,5863,0,1,115.2815686,1
5332,,0,0,5,5863,0,1,95.64,1
5333,,13,-3,4,5863,0,1,108.24258059999998,1
5334,,22,16,4,5863,0,1,108.08105259999998,1
5335,,2,2,5,5863,0,1,92.095,1
5336,1.0,7,5,5,5863,0,1,104.7,1
5337,,4,4,5,5864,0,1,89.45090909,1
5338,,8,8,5,5864,0,1,104.9777778,1
5339,,9,9,5,5864,0,1,114.5858824,1
5340,,8,8,5,5864,0,1,110.11428570000001,1
5341,,0,0,5,5864,0,1,95.135,1
5342,,3,3,5,5864,0,1,87.03333333,1
5343,,3,3,4,5864,0,1,94.89230769,1
5344,,1,1,5,5864,0,1,106.895,1
5345,,11,11,4,5864,0,1,111.1035294,1
5346,0.25,3,3,4,5864,0,1,89.84,1
5347,0.5,2,-2,1,5864,0,1,99.83333333,1
5348,,3,3,5,5865,0,1,81.1,1
5349,1.0,3,1,3,5865,0,1,107.6,1
5350,,15,15,5,5865,0,1,99.17185185,1
5351,,4,4,5,5865,0,1,84.04888889,1
5352,1.0,3,-3,1,5865,0,1,123.34333329999998,1
5353,,5,5,5,5865,0,1,106.27692309999999,1
5354,1.0,7,3,2,5866,0,1,124.45142859999999,1
5355,,9,3,3,5866,0,1,78.65142857,1
5356,1.0,4,2,4,5866,0,1,105.6,1
5357,,5,-1,2,5867,0,1,89.9775,1
5358,1.0,0,0,5,5867,0,1,78.08,1
5359,,3,3,4,5867,0,1,97.20444444,1
5360,,0,0,4,5867,0,1,106.96470590000001,1
5361,,5,5,5,5867,0,1,84.74666667,1
5362,0.0,2,-2,1,5867,0,1,88.95272727,1
5363,,7,5,5,5867,0,1,111.72827590000001,1
5364,,4,2,5,5868,0,1,83.35111111,1
5365,,6,6,5,5868,0,1,97.315,1
5366,,7,3,4,5868,0,1,103.3963636,1
5367,,6,6,5,5868,0,1,100.0,1
5368,,1,-1,3,5868,0,1,97.975,1
5369,,10,10,5,5868,0,1,95.135,1
5370,,4,4,3,5869,0,1,120.2228571,1
5371,,5,5,5,5869,0,1,95.86,1
5372,1.0,14,12,4,5869,0,1,109.2115789,1
5373,,16,10,4,5869,0,1,117.03200000000001,1
5374,,3,3,5,5869,0,1,64.09333333,1
5375,,5,5,5,5869,0,1,90.82285714,1
5376,1.0,31,29,4,5869,0,1,127.11183670000001,1
5377,,5,5,5,5869,0,1,95.11111111,1
5378,,5,1,4,5869,0,0,116.73777779999999,1
5379,,6,-2,1,5870,0,1,111.8371429,1
5380,1.0,2,2,5,5870,0,1,109.4675,1
5381,,4,4,3,5870,0,1,100.79777779999999,1
5382,,1,1,5,5870,0,1,95.77714286,1
5383,1.0,10,8,4,5870,0,0,111.56,1
5384,0.8,8,4,2,5870,0,1,114.42666670000001,1
5385,1.0,10,0,1,5870,0,0,98.99375,1
5386,,8,8,4,5870,0,1,102.335,1
5387,,11,11,5,5871,0,1,115.88799999999999,1
5388,,4,0,5,5871,0,1,113.48307690000001,1
5389,,5,5,5,5871,0,0,114.14666670000001,1
5390,,1,1,5,5871,0,1,105.67555559999998,1
5391,,11,11,4,5871,0,1,99.57833333,1
5392,,3,3,4,5872,0,1,107.555,1
5393,,21,19,5,5872,0,1,115.0175,1
5394,,10,10,5,5873,0,1,87.32,1
5395,,13,11,5,5873,0,1,99.42746269,1
5396,,2,2,5,5873,0,1,76.30153846,1
5397,1.0,8,8,5,5873,0,1,95.72,1
5398,0.9739130429999999,76,56,4,5873,0,1,18.80442623,1
5399,1.0,13,11,5,5873,0,1,80.61032258,1
5400,,6,6,5,5873,0,1,103.2366667,1
5401,1.0,10,2,5,1818924,0,1,115.71555559999999,1
5402,,8,-2,5,1818924,0,1,94.0075,1
5403,,2,2,4,1818924,0,1,102.5828571,1
5404,,13,7,5,1818924,0,1,117.072,1
5405,1.0,9,9,5,1818924,0,1,101.7473684,1
5406,,5,-1,5,1818924,0,1,92.52,1
5407,0.857142857,13,7,4,1818924,0,1,121.25875,1
5408,,1,-1,4,1818924,0,1,94.15,1
5409,,0,0,4,1818924,0,1,87.98,1
5410,,9,9,5,1818925,0,1,95.5275,1
5411,,6,6,2,1818925,0,1,99.68,1
5412,,16,12,5,1818925,0,1,102.66666670000001,1
5413,,6,6,5,1818925,0,1,87.32,1
5414,,13,13,5,1818925,0,1,111.8371429,1
5415,1.0,0,0,4,1818925,0,1,111.255,1
5416,,12,12,4,1818926,0,1,101.0847059,1
5417,,30,30,5,1818926,0,0,87.58337662,1
5418,1.0,10,6,5,1818926,0,1,113.75428570000001,1
5419,,20,16,5,1818926,0,1,97.37777778,1
5420,1.0,16,6,5,1818926,0,1,113.535,1
5421,,6,6,5,1818926,0,1,122.355,1
5422,,3,1,5,1818926,0,1,86.26181818,1
5423,,6,6,5,1818926,0,1,104.1388235,1
5424,,6,6,5,1818926,0,1,116.46,1
5425,,9,9,5,1818926,0,1,103.0844444,1
5426,,3,3,3,1818926,0,1,106.42105259999998,1
5427,,11,9,5,1818927,0,1,93.92,1
5428,,8,4,5,1818927,0,1,106.65,1
5429,,5,5,5,1818927,0,1,116.0657143,1
5430,,6,6,5,1818927,0,1,112.15692309999999,1
5431,,6,-2,5,1818927,0,1,88.24571429,1
5432,,8,8,4,1818928,0,1,91.32444444,1
5433,,5,5,5,1818928,0,1,108.4971429,1
5434,,5,5,5,1818928,0,1,83.96,1
5435,0.5,2,2,3,1818929,0,1,96.31142857,1
5436,1.0,2,2,3,1818929,0,1,101.015,1
5437,,10,4,1,1818929,0,1,111.8609524,1
5438,,0,0,5,1818929,0,1,103.8785714,1
5439,,10,10,3,1818929,0,1,81.84,1
5440,,3,3,4,1818929,0,1,95.77714286,1
5441,,5,5,4,1818929,0,1,113.85894740000002,1
5442,1.0,5,3,5,1818930,0,1,91.8275,1
5443,1.0,20,16,5,1818930,0,1,97.92689655,1
5444,,9,-3,5,1818930,0,1,102.9916667,1
5445,0.5,21,-5,3,1818930,0,0,66.26721649,1
5446,,5,5,5,1818931,0,1,80.7275,1
5447,,0,0,5,1818931,0,1,101.68,1
5448,,10,10,5,1818931,0,1,103.2366667,1
5449,,6,6,5,1818931,0,1,104.8981818,1
5450,,14,8,5,1818931,0,1,103.255,1
5451,,6,6,5,1818931,0,1,100.9,1
5452,,2,-2,5,1818931,0,1,109.735,1
5453,0.0,5,-1,1,1818931,0,1,102.1914286,1
5454,1.0,8,6,3,1818932,0,1,108.844,1
5455,1.0,5,3,5,1818932,0,0,82.896,1
5456,0.914893617,4,4,3,1818932,0,1,121.23818179999999,1
5457,1.0,6,6,5,1818932,0,1,108.07142859999999,1
5458,1.0,14,14,3,1818932,0,1,94.43,1
5459,,0,0,2,1818932,0,1,83.35111111,1
5460,1.0,0,0,5,1818932,0,1,99.8,1
5461,,4,-4,5,1818932,0,0,78.18909091,1
5462,,15,9,5,1818932,0,1,108.824,1
5463,,8,8,4,1818932,0,1,78.11333333,1
5464,,14,8,5,1818932,0,1,101.79,1
5465,,7,5,3,5953,0,1,107.6030769,1
5466,0.5,9,9,4,5953,0,1,104.4,1
5467,,9,3,3,5953,0,1,115.6018605,1
5468,0.5,29,21,5,5953,0,1,92.49473684,1
5469,,0,0,3,5953,0,1,69.49777778,1
5470,,4,4,3,5954,0,1,117.43555559999999,1
5471,,14,8,4,5954,0,1,98.15846154,1
5472,1.0,15,5,4,5954,0,0,112.732973,1
5473,,0,0,5,5954,0,1,95.68,1
5474,1.0,26,20,5,5954,0,1,111.72827590000001,1
5475,,2,2,4,5954,0,1,101.762963,1
5476,,7,5,4,5954,0,1,99.34352941,1
5477,,12,10,4,5955,0,1,94.2,1
5478,,0,0,5,5955,0,1,95.85333333,1
5479,,5,5,5,5955,0,1,114.4338462,1
5480,,0,0,2,5955,0,1,98.79333333,1
5481,,10,6,4,5955,0,1,115.0175,1
5482,1.0,0,0,4,5955,0,1,112.15692309999999,1
5483,1.0,5,5,5,5955,0,1,114.14666670000001,1
5484,,9,9,5,5956,0,1,98.78,1
5485,,7,7,5,5956,0,1,114.955,1
5486,0.846153846,12,10,5,5956,0,1,110.5122581,1
5487,0.333333333,0,0,3,5956,0,1,77.47111111,1
5488,,3,3,4,5956,0,1,84.01714286,1
5489,,4,2,4,5956,0,1,95.9,1
5490,,6,6,5,5956,0,1,103.90181820000001,1
5491,,5,1,1,5956,0,0,93.615,1
5492,,2,2,5,5958,0,1,99.09777778,1
5493,0.0,10,4,5,5958,0,1,124.31777779999999,1
5494,1.0,7,7,5,5958,0,1,105.45833329999999,1
5495,1.0,5,5,5,5958,0,1,92.52,1
5496,,1,1,4,5958,0,1,118.41,1
5497,1.0,24,18,4,5958,0,1,25.30075472,1
5498,0.0,2,2,2,5958,0,1,56.14,1
5499,0.75,10,0,1,5959,0,1,119.41333329999999,1
5500,,6,6,5,5959,0,1,101.74,1
5501,0.0,5,5,5,5959,0,1,94.89,1
5502,,6,0,4,5959,0,1,92.27846154,1
5503,1.0,3,3,2,5959,0,1,77.47111111,1
5504,1.0,11,7,5,5959,0,1,109.4015686,1
5505,,6,6,5,5959,0,1,89.28666667,1
5506,1.0,4,4,5,5959,0,1,85.555,1
5507,,4,4,5,5959,0,1,105.67555559999998,1
5508,1.0,10,10,5,5959,0,1,104.7,1
5509,0.0,11,9,5,5960,0,1,117.4733333,1
5510,1.0,3,3,4,5960,0,1,91.435,1
5511,1.0,2,2,5,5960,0,1,110.54,1
5512,,10,10,5,5960,0,1,99.8,1
5513,1.0,16,10,1,5960,0,1,125.3014815,1
5514,,16,12,5,5960,0,1,116.1140741,1
5515,,10,8,5,5961,0,1,120.42620690000001,1
5516,,2,2,5,5961,0,0,94.0075,1
5517,,10,10,5,5961,0,1,100.3969231,1
5518,,2,2,5,5961,0,1,101.68888890000001,1
5519,,6,6,5,5961,0,1,104.6733333,1
5520,0.0,3,3,5,5962,0,1,154.32,1
5521,,10,10,5,5962,0,1,107.39047620000001,1
5522,,6,6,5,5963,0,1,104.1388235,1
5523,,1,-1,5,5963,0,1,104.9777778,1
5524,1.0,15,11,4,5964,0,0,109.82146340000001,1
5525,,3,3,5,5964,0,1,102.69111109999999,1
5526,1.0,15,9,5,5965,0,1,84.12666667,1
5527,,3,3,5,5965,0,1,88.97142857,1
5528,0.0,11,3,1,5965,0,1,117.5509091,1
5529,,17,17,5,5965,0,1,95.07,1
5530,0.666666667,5,5,4,5965,0,1,93.56615385,1
5531,,8,-2,3,5965,0,1,117.5509091,1
5532,,8,8,5,5965,0,1,85.40923077,1
5533,,0,0,5,5965,0,1,79.55,1
5534,,6,6,3,5965,0,1,82.1,1
5535,1.0,4,4,4,5965,0,1,106.895,1
5536,1.0,4,4,5,5965,0,1,104.2342857,1
5537,,0,0,3,5966,0,1,114.84444440000001,1
5538,,2,2,5,5966,0,1,110.11428570000001,1
5539,,2,-2,4,5966,0,1,136.295,1
5540,,7,7,5,5966,0,0,98.56545455,1
5541,1.0,8,8,5,5966,0,1,107.6505882,1
5542,,7,7,5,5966,0,1,98.7,1
5543,,0,0,3,5966,0,1,98.30333333,1
5544,1.0,4,2,1,5966,0,1,104.225,1
5545,,5,-1,1,5966,0,1,93.73428571,1
5546,0.571428571,20,-2,2,5967,0,0,94.03090909,1
5547,,5,3,5,5967,0,1,93.13818182,1
5548,,2,2,5,5967,0,1,95.82909091,1
5549,0.666666667,19,-9,1,5967,0,1,104.8894737,1
5550,1.0,8,-2,4,5967,0,1,109.9418182,1
5551,,0,0,5,5967,0,1,75.49818182,1
5552,0.666666667,13,3,3,5967,0,1,115.6945455,1
5553,1.0,9,3,5,5967,0,1,89.95,1
5554,,1,1,2,5967,0,1,100.6866667,1
5555,,9,9,5,5967,0,1,96.50666667,1
5556,,7,5,4,5968,0,1,116.43333329999999,1
5557,1.0,5,1,1,5968,0,1,105.88571429999999,1
5558,,7,7,5,5968,0,1,99.82333333,1
5559,,9,9,4,5968,0,1,116.42,1
5560,,7,7,5,5968,0,1,116.33142859999998,1
5561,,14,14,5,5968,0,1,107.63238100000001,1
5562,0.75,11,11,3,5968,0,1,94.28727273,1
5563,0.666666667,26,16,5,5968,0,1,79.08,1
5564,,5,5,5,5969,0,1,83.175,1
5565,0.666666667,9,7,5,5969,0,1,98.42571429,1
5566,0.5,21,7,5,5969,0,1,89.60231884,1
5567,,9,9,4,5969,0,1,68.8,1
5568,1.0,11,11,5,5969,0,1,112.9709091,1
5569,,4,4,5,5970,0,1,97.315,1
5570,1.0,0,0,5,5970,0,1,117.43555559999999,1
5571,,6,6,5,5970,0,1,105.68,1
5572,1.0,15,5,2,5970,0,1,119.96,1
5573,,12,6,5,5971,0,1,92.87,1
5574,0.6,13,11,3,5971,0,1,89.99,1
5575,1.0,9,9,5,5971,0,1,106.0694737,1
5576,,13,13,4,5971,0,1,109.2688889,1
5577,,7,7,5,5971,0,1,101.4075,1
5578,,8,8,4,5971,0,1,101.7,1
5579,1.0,6,6,5,5972,0,1,126.75666670000001,1
5580,0.857142857,2,2,1,5972,0,1,103.195,1
5581,0.75,1,1,4,5972,0,1,116.2206061,1
5582,1.0,13,9,1,5972,0,1,84.02,1
5583,,4,4,5,5972,0,1,84.11,1
5584,,7,7,3,5972,0,1,106.456,1
5585,,10,4,5,5972,0,1,100.12777779999999,1
5586,,4,4,5,5972,0,1,85.74,1
5587,,10,-2,2,5972,0,1,109.0657143,1
5588,1.0,10,4,5,5972,0,1,116.3434483,1
5589,,1,-1,5,5973,0,1,125.90666670000002,1
5590,,0,0,5,5973,0,1,90.43142857,1
5591,,11,5,5,5973,0,1,88.92666667,1
5592,,7,7,4,5973,0,1,104.6733333,1
5593,,11,5,5,5973,0,1,102.944,1
5594,,2,2,5,1818934,0,1,105.4375,1
5595,1.0,17,11,5,1818934,0,0,98.97260274,1
5596,,5,5,5,1818934,0,1,97.22051282,1
5597,1.0,9,9,5,1818934,0,1,97.16347826,1
5598,,10,6,2,1818934,0,1,88.34,1
5599,1.0,10,4,3,1818935,0,1,120.06173909999998,1
5600,1.0,4,0,5,1818935,0,1,97.96285714,1
5601,,8,6,5,1818935,0,1,87.33777778,1
5602,0.0,9,9,5,1818935,0,0,120.49925929999999,1
5603,,4,4,5,1818935,0,1,89.915,1
5604,,10,8,4,1818935,0,1,116.0657143,1
5605,,6,6,3,1818935,0,1,97.11166667,1
5606,,6,6,4,1818936,0,1,110.8577778,1
5607,,4,2,4,1818936,0,1,130.415,1
5608,,10,8,5,1818936,0,1,94.55538462,1
5609,,2,-2,5,1818936,0,1,111.7657143,1
5610,,3,1,5,1818937,0,1,105.2235294,1
5611,,17,17,5,1818937,0,1,92.81142857,1
5612,,5,-1,5,1818937,0,1,57.35,1
5613,,2,2,1,1818937,0,1,115.48666670000001,1
5614,0.0,10,10,5,1818937,0,1,113.53333329999998,1
5615,,1,-1,3,1818938,0,1,105.375,1
5616,1.0,6,6,5,1818938,0,1,95.8,1
5617,,14,10,5,1818938,0,1,99.70709677,1
5618,0.0,3,3,3,1818938,0,1,97.82666667,1
5619,,4,2,5,1818939,0,1,84.08307692,1
5620,,8,2,5,1818939,0,1,98.78,1
5621,,0,0,2,1818939,0,1,111.255,1
5622,1.0,12,12,4,1818939,0,1,113.95142859999999,1
5623,,8,2,5,1818939,0,1,95.84307692,1
5624,,5,5,5,1818940,0,1,97.7075,1
5625,,6,6,4,1818940,0,1,107.6133333,1
5626,1.0,7,7,5,1818940,0,1,113.52296299999999,1
5627,,9,9,4,1818940,0,1,82.12,1
5628,0.5,6,-6,5,1818940,0,1,108.63333329999999,1
5629,1.0,8,8,5,1818940,0,1,79.36444444,1
5630,,4,-4,2,1818940,0,1,106.42105259999998,1
5631,,3,3,5,1818940,0,1,106.56666670000001,1
5632,,9,5,5,1818941,0,1,115.50666670000001,1
5633,,15,3,5,1818941,0,1,101.7655172,1
5634,0.0,15,5,5,1818941,0,1,108.98,1
5635,,4,-4,1,1818941,0,0,83.50333333,1
5636,,1,1,5,1818941,0,1,118.655,1
5637,1.0,3,3,1,1818941,0,1,91.47666667,1
5638,,3,3,5,1818941,0,1,92.64,1
5639,,12,6,4,1818941,0,1,109.91846149999999,1
5640,0.0,4,4,5,1818941,0,1,92.91,1
5641,1.0,9,3,4,1818941,0,1,85.35166667,1
5642,,0,0,5,1818942,0,1,92.095,1
5643,,3,3,4,1818942,0,1,100.5410526,1
5644,,8,4,5,1818942,0,1,95.82,1
5645,1.0,12,6,2,1818942,0,1,106.27365079999998,1
5646,,0,0,5,1818942,0,1,67.055,1
5647,,6,6,4,1818942,0,1,113.4,1
5648,,6,0,4,1818942,0,1,105.62,1
5649,1.0,4,4,5,1818942,0,1,137.03,1
5650,,11,11,5,1818942,0,1,97.73875,1
5651,,4,0,5,1818942,0,1,104.8981818,1
5652,0.5,6,6,5,1818942,0,1,98.82,1
5653,,3,3,5,6052,0,1,94.80666667,1
5654,,1,1,5,6052,0,1,100.26814809999999,1
5655,0.0,11,11,5,6052,0,1,88.92666667,1
5656,,1,-1,2,6052,0,1,122.5907692,1
5657,0.666666667,20,12,5,6052,0,0,96.73690141,1
5658,0.5,5,5,5,6052,0,1,83.635,1
5659,,8,6,5,6052,0,1,98.07555556,1
5660,,3,3,5,6052,0,1,101.7,1
5661,1.0,6,4,5,6052,0,1,101.6333333,1
5662,,5,5,4,6052,0,1,119.39,1
5663,,3,3,3,6052,0,1,92.465,1
5664,,9,3,5,6053,0,1,100.40909090000001,1
5665,,4,0,2,6053,0,0,94.645,1
5666,,6,6,5,6053,0,1,107.58,1
5667,,5,5,5,6053,0,1,97.82666667,1
5668,,3,3,4,6053,0,1,83.82666667,1
5669,,0,0,5,6054,0,1,124.535,1
5670,,4,4,5,6054,0,1,114.20222220000001,1
5671,,5,5,5,6054,0,1,107.60857140000002,1
5672,,2,2,3,6054,0,0,109.075,1
5673,,7,3,5,6054,0,1,124.23272730000001,1
5674,1.0,6,4,5,6055,0,1,114.14666670000001,1
5675,,9,7,4,6055,0,1,95.20470588,1
5676,,11,11,5,6055,0,0,109.88,1
5677,,22,14,3,6055,0,1,96.51583333,1
5678,,8,8,5,6056,0,1,80.09,1
5679,,3,3,5,6056,0,1,78.22,1
5680,,13,-1,3,6056,0,0,105.71333329999999,1
5681,,3,3,5,6056,0,1,86.98,1
5682,,4,4,5,6056,0,1,94.19714286,1
5683,1.0,2,2,5,6056,0,1,103.04923079999999,1
5684,,7,7,5,6056,0,1,104.86315790000002,1
5685,1.0,3,1,4,6057,0,1,115.37875,1
5686,1.0,8,8,5,6057,0,1,113.50117649999999,1
5687,,13,7,2,6057,0,1,103.7086957,1
5688,,14,-2,2,6057,0,0,113.5367442,1
5689,1.0,5,-5,1,6057,0,1,108.78399999999999,1
5690,,4,-4,2,6057,0,1,101.72307690000001,1
5691,,2,2,5,6057,0,1,104.66,1
5692,1.0,0,0,5,6057,0,1,101.015,1
5693,0.0,4,0,3,6057,0,1,108.26666670000002,1
5694,,2,-2,5,6057,0,1,89.01,1
5695,,5,5,5,6058,0,1,98.35428571,1
5696,,3,3,5,6058,0,1,95.89333333,1
5697,,3,3,4,6058,0,1,101.7733333,1
5698,,0,0,3,6058,0,1,80.335,1
5699,,3,3,4,6058,0,1,113.95142859999999,1
5700,,5,5,4,6058,0,1,92.14181818,1
5701,0.5,8,6,1,6058,0,1,99.432,1
5702,,9,7,2,6058,0,1,106.0694737,1
5703,,5,5,5,6059,0,1,107.62,1
5704,0.666666667,19,9,5,6059,0,1,109.55741940000001,1
5705,,10,-2,3,6059,0,0,89.96307692,1
5706,,9,-3,1,6059,0,1,91.62888889,1
5707,1.0,5,5,5,6059,0,1,122.26,1
5708,1.0,3,1,4,6059,0,1,111.5,1
5709,,11,11,5,6059,0,1,112.78434779999999,1
5710,,6,4,5,6059,0,1,82.885,1
5711,0.2,0,0,1,6059,0,1,88.24571429,1
5712,,2,2,5,6060,0,1,121.36666670000001,1
5713,,5,3,2,6060,0,1,103.1619048,1
5714,,0,0,5,6060,0,1,108.46,1
5715,,16,6,2,6060,0,1,115.2815686,1
5716,,6,6,5,6060,0,1,103.42461540000001,1
5717,0.0,1,1,1,6060,0,1,94.51692308,1
5718,,15,11,5,6060,0,1,106.895,1
5719,,2,2,2,6060,0,1,119.39,1
5720,,10,4,4,6061,0,1,104.46060609999999,1
5721,,4,4,3,6061,0,1,122.3,1
5722,0.75,22,18,5,6061,0,1,105.7109091,1
5723,1.0,8,-2,5,6061,0,1,104.09636359999999,1
5724,,9,-3,4,6062,0,0,99.15333333,1
5725,1.0,19,11,4,6062,0,1,106.5871429,1
5726,1.0,4,0,3,6062,0,1,112.66,1
5727,1.0,5,3,5,6062,0,1,121.12235290000001,1
5728,,5,3,2,6062,0,1,114.80347830000001,1
5729,,4,-4,1,6063,0,1,98.49538462,1
5730,1.0,10,10,5,6063,0,1,102.69375,1
5731,,0,0,5,6063,0,1,103.195,1
5732,,3,3,4,6063,0,1,89.92,1
5733,,5,-5,5,6064,0,1,101.72,1
5734,,8,8,5,6064,0,1,112.775,1
5735,1.0,0,0,3,6064,0,1,95.135,1
5736,,7,1,2,6064,0,1,107.54666670000002,1
5737,0.5,23,-1,5,6064,0,1,67.73875,1
5738,0.666666667,4,4,5,6064,0,1,92.44,1
5739,,2,2,5,6064,0,1,95.76,1
5740,,0,0,5,6064,0,1,112.4727273,1
5741,,5,1,4,6064,0,1,111.8371429,1
5742,,12,12,5,6065,0,1,104.12799999999999,1
5743,,13,7,4,6065,0,1,114.35444440000002,1
5744,,13,11,5,6065,0,1,106.66,1
5745,,5,5,4,6065,0,1,106.56666670000001,1
5746,1.0,4,2,5,6065,0,1,97.20444444,1
5747,1.0,6,6,5,6065,0,1,111.56,1
5748,0.666666667,2,-2,2,6065,0,1,116.79333329999999,1
5749,,5,5,5,6065,0,1,84.0975,1
5750,0.8888888890000001,10,6,1,6065,0,1,115.015,1
5751,0.0,3,3,4,6065,0,1,98.635,1
5752,1.0,5,-5,1,6066,0,0,90.02,1
5753,,8,8,5,6066,0,1,105.67555559999998,1
5754,,3,3,5,6066,0,1,90.82285714,1
5755,,5,1,4,6066,0,1,128.97833329999997,1
5756,,3,3,3,6066,0,1,104.0,1
5757,1.0,0,0,4,6067,0,1,95.75333333,1
5758,,8,6,4,6067,0,1,104.735,1
5759,,2,-2,1,6067,0,1,99.8875,1
5760,,0,0,3,6067,0,1,103.90181820000001,1
5761,,7,-1,5,6068,0,1,93.91555556,1
5762,,8,2,4,6068,0,1,120.9452632,1
5763,,4,4,5,6068,0,1,98.52,1
5764,1.0,10,10,5,6068,0,1,102.6738462,1
5765,,10,10,5,6068,0,1,98.30333333,1
5766,0.727272727,5,5,5,6068,0,1,107.0915385,1
5767,,6,6,5,6068,0,1,78.04,1
5768,1.0,8,8,5,6068,0,1,108.96444440000002,1
5769,,16,4,4,6069,0,1,115.50666670000001,1
5770,0.666666667,6,0,5,6069,0,1,89.99652174,1
5771,,5,3,4,6069,0,1,101.68888890000001,1
5772,0.5,3,-1,3,6069,0,1,107.62444440000002,1
5773,1.0,3,-3,5,6069,0,1,88.24571429,1
5774,,4,-2,2,6069,0,1,98.30333333,1
5775,,0,0,5,6069,0,1,107.6133333,1
5776,1.0,3,3,5,6070,0,1,111.7657143,1
5777,,3,3,5,6070,0,1,92.83,1
5778,,14,6,4,6070,0,1,114.85333329999999,1
5779,1.0,2,2,5,6070,0,1,76.67666667,1
5780,0.5,14,-6,1,6070,0,1,126.5077551,1
5781,,2,2,4,6070,0,1,99.18714286,1
5782,1.0,5,5,5,6070,0,1,100.1,1
5783,,9,-5,5,6070,0,1,81.15,1
5784,,6,6,5,6070,0,1,117.87,1
5785,,4,4,3,6070,0,1,104.93571429999999,1
5786,,16,14,5,6070,0,1,108.87166670000002,1
5787,,5,5,5,6070,0,1,103.3085714,1
5788,,0,0,3,6070,0,1,113.5,1
5789,,6,6,5,6070,0,1,104.12799999999999,1
5790,0.75,28,20,3,6070,0,1,56.37257143,1
5791,,8,8,5,6070,0,1,53.75111111,1
5792,,48,16,1,6070,0,1,35.3128,1
5793,,0,0,4,6070,0,1,27.56,1
5794,,3,3,5,6071,0,1,93.91555556,1
5795,,3,3,5,6071,0,1,100.3969231,1
5796,,5,1,5,6071,0,1,90.62666667,1
5797,1.0,3,3,4,6071,0,1,88.04,1
5798,,12,8,4,6071,0,1,107.65333329999999,1
5799,0.0,2,2,5,6071,0,1,106.67777779999999,1
5800,,4,4,4,6072,0,1,89.915,1
5801,,10,10,5,6072,0,1,95.63047619,1
5802,1.0,6,6,5,6072,0,1,97.48,1
5803,,15,1,5,6072,0,1,115.71555559999999,1
5804,1.0,8,2,3,6072,0,1,110.82363640000001,1
5805,,12,12,5,6072,0,1,113.50736840000002,1
5806,,2,2,5,6072,0,1,107.6175,1
5807,0.7142857140000001,4,4,5,6072,0,1,132.04117649999998,1
5808,,0,0,3,6072,0,1,92.47428571,1
5809,0.5,6,-6,1,6072,0,1,102.0989474,1
5810,,8,6,5,6072,0,1,92.94,1
5811,,3,3,5,6072,0,1,97.35,1
5812,,4,4,5,6073,0,1,120.87666670000002,1
5813,,8,8,5,6073,0,1,109.91846149999999,1
5814,1.0,8,4,5,6073,0,1,91.54857143,1
5815,,9,9,5,6073,0,1,112.9709091,1
5816,,0,0,3,6073,0,1,109.88,1
5817,1.0,7,7,5,6073,0,1,101.76,1
5818,1.0,8,0,1,6073,0,1,84.09333333,1
5819,,8,8,4,6073,0,1,111.6475,1
5820,1.0,7,3,5,6073,0,1,99.495,1
5821,,9,9,5,1818944,0,1,112.53,1
5822,,3,3,5,1818945,0,1,99.495,1
5823,1.0,44,40,5,1818945,0,1,16.52353488,1
5824,,13,7,5,1818945,0,1,-4.2533333330000005,1
5825,,11,9,5,1818945,0,1,92.42333333,1
5826,,6,2,3,1818945,0,1,76.99272727,1
5827,,4,4,5,1818945,0,1,106.895,1
5828,,13,5,5,1818945,0,1,109.7704762,1
5829,1.0,10,10,1,1818945,0,1,90.93111111,1
5830,1.0,11,9,5,1818946,0,0,120.17333329999998,1
5831,,3,3,5,1818946,0,1,100.0145455,1
5832,,14,12,5,1818946,0,1,102.69375,1
5833,,13,9,4,1818946,0,1,104.5834483,1
5834,,6,6,5,1818946,0,1,103.07,1
5835,,3,3,5,1818946,0,1,114.99666670000002,1
5836,,3,3,5,1818946,0,1,117.38,1
5837,,4,4,5,1818946,0,1,107.6,1
5838,,7,7,5,1818946,0,1,112.30105259999998,1
5839,,0,0,2,1818947,0,1,106.035,1
5840,1.0,18,12,5,1818947,0,1,108.5211765,1
5841,,7,7,5,1818947,0,1,91.90666667,1
5842,,1,-1,3,1818947,0,1,89.88,1
5843,1.0,6,6,5,1818947,0,1,104.7,1
